,Theta,A-X (meter),A-Y (meter),B-X (meter),B-Y (meter),C-X (meter),C-Y (meter),D-X (meter),D-Y (meter),D0-X (meter),D0-Y (meter),A-X Vel (meter/sec),A-Y Vel (meter/sec),B-X Vel (meter/sec),B-Y Vel (meter/sec),C-X Vel (meter/sec),C-Y Vel (meter/sec),D-X Vel (meter/sec),D-Y Vel (meter/sec),D0-X Vel (meter/sec),D0-Y Vel (meter/sec),A-X Acc (meter/sec**2),A-Y Acc (meter/sec**2),B-X Acc (meter/sec**2),B-Y Acc (meter/sec**2),C-X Acc (meter/sec**2),C-Y Acc (meter/sec**2),D-X Acc (meter/sec**2),D-Y Acc (meter/sec**2),D0-X Acc (meter/sec**2),D0-Y Acc (meter/sec**2)
206,-0.094870326,0.002895993,0.030434163,-0.049899759,0.105427717,0.298063151,0.067601645,0.313652468,0.062801992,-0.039338863,0.090429006,-0.095608102,0.009043543,0.008989931,0.082698765,-0.053661424,-0.493633694,-0.056642505,-0.503307494,-0.011929678,0.067967724,-0.028410038,-0.300373153,0.091387541,-0.43425586,-0.545493522,2.592097038,-0.654110501,2.261789737,0.067428058,-0.407479286
207,-0.042514474,0.001299307,0.030543111,-0.049739082,0.106743846,0.297104059,0.059745599,0.312626783,0.05473509,-0.039529658,0.091503699,-0.095950359,0.004027217,0.010180316,0.075129931,-0.060766862,-0.448454896,-0.065888179,-0.464288334,-0.011045821,0.060909391,-0.012651389,-0.301448423,0.051448724,-0.472677959,-0.307096515,2.821440727,-0.455528055,2.420426089,0.03862876,-0.438432058
208,0.009842923,-0.000300892,0.030568342,-0.049564092,0.107928866,0.296059538,0.052672142,0.311474848,0.047340818,-0.039709707,0.092456762,-0.096029623,-0.001000147,0.010709874,0.066988827,-0.063927796,-0.399860189,-0.071793446,-0.422535366,-0.010638027,0.053391035,0.003141937,-0.301697446,0.012407985,-0.502835342,-0.074060714,3.001452064,-0.252774314,2.595808641,0.01055485,-0.462607808
209,0.06220189,-0.001900218,0.030509788,-0.049385593,0.10897441,0.294994068,0.046431234,0.310252937,0.040668087,-0.039886773,0.093281485,-0.095845676,-0.00602477,0.010609107,0.058416507,-0.063326288,-0.348691526,-0.074277279,-0.377612973,-0.010681851,0.045528254,0.018926654,-0.301119537,-0.023903097,-0.524411567,0.142681194,3.130242167,-0.044597474,2.797935304,-0.015337068,-0.479753236
210,0.114562444,-0.003494288,0.030367608,-0.049213635,0.109874479,0.293967636,0.041058669,0.309018251,0.034772532,-0.04006802,0.093973105,-0.095399023,-0.011032879,0.009937031,0.049555372,-0.059314618,-0.295798907,-0.073323035,-0.329293744,-0.01113018,0.037437724,0.034659497,-0.299716281,-0.055916869,-0.537553781,0.333772007,3.208689319,0.158203534,2.994905848,-0.037801525,-0.489986372
211,0.166924601,-0.005078732,0.030142193,-0.049057081,0.110625411,0.293033157,0.036576314,0.30782675,0.029708034,-0.040259666,0.094528767,-0.094690887,-0.016010748,0.008775772,0.040541943,-0.052382993,-0.241997227,-0.069130678,-0.278034176,-0.011917559,0.029231406,0.050297338,-0.297491523,-0.0824426,-0.542806104,0.492104386,3.240041302,0.341090965,3.145179968,-0.055894558,-0.493743281
212,0.219288369,-0.006649209,0.029834161,-0.048923283,0.111225727,0.292234509,0.032992994,0.306729289,0.025515693,-0.040466723,0.094947413,-0.093723211,-0.020944733,0.007223708,0.031501037,-0.043118637,-0.188031535,-0.062126128,-0.224828303,-0.012965675,0.021011883,0.065797316,-0.294451363,-0.10272555,-0.541010283,0.613173444,3.229322411,0.493139929,3.227974254,-0.069020943,-0.491698582
213,0.271653754,-0.008201412,0.029444354,-0.048817867,0.111675901,0.291605278,0.030305874,0.305768082,0.022218415,-0.040692831,0.095229592,-0.092498645,-0.02582131,0.005388099,0.02254175,-0.032161797,-0.134553026,-0.052897295,-0.170803953,-0.014189249,0.012869137,0.081116947,-0.29060413,-0.116450815,-0.533192245,0.695099636,3.1826564,0.606996037,3.245238818,-0.076937248,-0.484674686
214,0.324020755,-0.009731088,0.028973843,-0.048744649,0.111978082,0.291168232,0.028502144,0.304974633,0.019821278,-0.040940191,0.095377234,-0.091020548,-0.030627112,0.003378061,0.013755315,-0.020163782,-0.082106281,-0.042116232,-0.116955273,-0.01550166,0.004878829,0.096214245,-0.285960373,-0.123700481,-0.520452268,0.738372978,3.106610877,0.679618182,3.209025311,-0.079717537,-0.473553929
215,0.376389367,-0.011234044,0.028423917,-0.04870565,0.112135781,0.290935449,0.027560829,0.304369066,0.01831457,-0.041209584,0.095393408,-0.089292969,-0.035348967,0.001298536,0.00521467,-0.007750999,-0.031126668,-0.030464591,-0.064062384,-0.016819764,-0.002898059,0.111047827,-0.280532822,-0.124878889,-0.503872071,0.745406955,3.007642678,0.71211138,3.132486841,-0.077693559,-0.45920424
216,0.428759577,-0.012706161,0.027796083,-0.048701214,0.112153581,0.29090897,0.027454578,0.303960459,0.017677319,-0.041500458,0.095282081,-0.087320645,-0.039973934,-0.000754335,-0.003024627,0.00450269,0.01805418,-0.018582391,-0.012700211,-0.018067596,-0.01041449,0.125577028,-0.274336351,-0.120622641,-0.484446167,0.720001403,2.891688125,0.708077063,3.026993304,-0.071382725,-0.442424204
217,0.481131369,-0.014143403,0.027092061,-0.048730177,0.112036859,0.291081847,0.028151299,0.303747794,0.017880443,-0.041811077,0.095047899,-0.08510898,-0.044489334,-0.002696326,-0.010922552,0.016094527,0.065197354,-0.007038815,0.036727704,-0.019178856,-0.01763591,0.139762036,-0.267387936,-0.111710147,-0.463039136,0.666802604,2.763908032,0.672351579,2.901702771,-0.061415729,-0.423908884
218,0.533504721,-0.015541831,0.026313783,-0.048790081,0.111791544,0.29143942,0.029615599,0.303721273,0.018889305,-0.042138686,0.094695992,-0.082664038,-0.048882793,-0.004456795,-0.018452258,0.026602859,0.110142606,0.00368244,0.083953096,-0.020098243,-0.024538366,0.153563971,-0.259706626,-0.098981427,-0.440366254,0.590824581,2.628571985,0.610302703,2.763711179,-0.048472366,-0.404234308
219,0.585879604,-0.016897612,0.025463379,-0.048877411,0.111423921,0.291960698,0.031809961,0.30386379,0.020665698,-0.042479706,0.094231813,-0.07999252,-0.053142267,-0.00597916,-0.025597557,0.035689935,0.152793313,0.01318807,0.12881091,-0.020781832,-0.0311065,0.166944991,-0.251313483,-0.08327416,-0.416992345,0.497067433,2.489051495,0.527357146,2.618352336,-0.033230347,-0.38385655
220,0.638255985,-0.01820703,0.024543183,-0.048987822,0.110940473,0.292619749,0.034695689,0.304152425,0.023169335,-0.042829918,0.093661015,-0.077101747,-0.057256082,-0.007220449,-0.032350496,0.043099251,0.193101993,0.021173323,0.171212555,-0.021196708,-0.037331614,0.179868428,-0.242231508,-0.065377886,-0.393343138,0.390243919,2.347887786,0.42867468,2.469515951,-0.016328637,-0.36312079
221,0.690633823,-0.019466496,0.023555715,-0.04911636,0.110347762,0.293386997,0.038233613,0.304559877,0.026358935,-0.043184642,0.092989353,-0.073999644,-0.061212961,-0.008150236,-0.038709181,0.0486492,0.231057349,0.02741572,0.211124304,-0.021320117,-0.043209938,0.192298863,-0.232485588,-0.046005226,-0.36972381,0.274607698,2.206902472,0.318943481,2.319940821,0.001655581,-0.342276145
222,0.743013075,-0.020672558,0.022503683,-0.049257657,0.109652345,0.294230407,0.042384599,0.305055762,0.030192991,-0.043538892,0.092222613,-0.070694714,-0.065002061,-0.008749222,-0.04467595,0.052224584,0.266673334,0.031766188,0.248550296,-0.02113832,-0.048741173,0.204202217,-0.222102444,-0.025777313,-0.346340424,0.153866353,2.067325574,0.202273106,2.17147149,0.020218585,-0.321492811
223,0.795393687,-0.02182191,0.02138997,-0.049406107,0.108860713,0.295116514,0.047109893,0.305607754,0.034630288,-0.043887522,0.091366565,-0.067196014,-0.068612994,-0.009007667,-0.050255899,0.053767258,0.299980363,0.034139057,0.283519501,-0.020645336,-0.053927318,0.215545867,-0.211110538,-0.005219965,-0.323321273,0.031158508,1.929922876,0.082160877,2.025275866,0.038933196,-0.300879112
224,0.847775606,-0.022911401,0.020217628,-0.049556009,0.10797926,0.29601129,0.052371338,0.306182556,0.039630232,-0.044225342,0.090426934,-0.063513134,-0.072035864,-0.008923819,-0.055455748,0.053266768,0.33101856,0.034501938,0.316075988,-0.019841682,-0.058771771,0.226298719,-0.19953999,0.015232775,-0.300736318,-0.090925003,1.795111968,-0.038491055,1.882024983,0.05744596,-0.280497041
225,0.900158768,-0.023938047,0.018989871,-0.049701691,0.107014258,0.296880874,0.058131489,0.306746708,0.045153037,-0.044547217,0.089409381,-0.059656169,-0.075261288,-0.008502451,-0.060283019,0.050751598,0.359832814,0.032866174,0.346271899,-0.018733194,-0.063278673,0.236431303,-0.187422514,0.035230581,-0.278613851,-0.210293032,1.663061711,-0.157327345,1.742037767,0.075470724,-0.260375576
226,0.952543107,-0.024899032,0.017710065,-0.049837604,0.105971853,0.297692144,0.064353665,0.307267243,0.05115982,-0.044848144,0.088319496,-0.055635691,-0.078280427,-0.007753546,-0.064745452,0.046281346,0.386469327,0.029278254,0.37416256,-0.017329975,-0.067452447,0.245915847,-0.174791331,0.054496509,-0.256954026,-0.32529247,1.533773016,-0.272474801,1.605394106,0.092780375,-0.240521481
227,1.004928552,-0.025791723,0.016381716,-0.0499584,0.104858061,0.298413186,0.071001952,0.307712211,0.057612622,-0.04512332,0.087162792,-0.051462719,-0.081085004,-0.00669117,-0.06885063,0.039939966,0.410973369,0.023812357,0.399803252,-0.01564548,-0.071297505,0.254726352,-0.161681058,0.072815969,-0.23573943,-0.434642381,1.407141944,-0.382472022,1.472021,0.109198044,-0.220927751
228,1.057315026,-0.026613672,0.015008466,-0.050058996,0.103678777,0.299013648,0.07804117,0.308051082,0.064474391,-0.045368186,0.085944715,-0.047148691,-0.083667333,-0.00533252,-0.072605758,0.031830109,0.433387942,0.016564071,0.423247227,-0.013695755,-0.074818073,0.26283867,-0.148127624,0.090025994,-0.214943091,-0.537370013,1.283007461,-0.48620031,1.341756746,0.124588528,-0.201579994
229,1.109702449,-0.027362628,0.013594079,-0.050134613,0.102439777,0.299465011,0.085436832,0.308255063,0.071708938,-0.045578471,0.084670637,-0.042705433,-0.086020336,-0.003697148,-0.076017553,0.022068481,0.453753141,0.007645221,0.444544631,-0.011498805,-0.07801811,0.270230566,-0.134168182,0.106005446,-0.19453427,-0.632752328,1.161186054,-0.582820033,1.214397127,0.13885047,-0.182461051
230,1.162090736,-0.028036536,0.012142432,-0.050180815,0.101146731,0.299740792,0.093155095,0.308297328,0.07928088,-0.045750214,0.083345871,-0.038145121,-0.088137563,-0.001806336,-0.079092217,0.010782119,0.472105987,-0.002820304,0.463742085,-0.009074093,-0.080901286,0.276881776,-0.119840993,0.120666441,-0.174482496,-0.720264699,1.041495883,-0.671714495,1.089727668,0.151909509,-0.163554195
231,1.214479797,-0.028633551,0.010657503,-0.05019353,0.099805211,0.29981669,0.101162708,0.308153195,0.087155581,-0.045879789,0.081975669,-0.033480257,-0.090013211,0.000317392,-0.081835467,-0.001894539,0.488480611,-0.01469986,0.48088272,-0.006442138,-0.083471015,0.282774073,-0.105185334,0.133946822,-0.154760235,-0.799536914,0.923775708,-0.752442622,0.967548499,0.163712294,-0.144845226
232,1.266869542,-0.029152035,0.009143362,-0.050169071,0.098420694,0.299670691,0.109426967,0.307800247,0.095299099,-0.045963919,0.080565228,-0.028723625,-0.091642139,0.002650663,-0.084252596,-0.015821953,0.502908664,-0.027854763,0.496006548,-0.003624194,-0.085730504,0.287891308,-0.090241364,0.145804082,-0.135344953,-0.870315763,0.807878108,-0.8246767,0.847664191,0.174221422,-0.12632422
233,1.319259875,-0.029590568,0.00760416,-0.050104144,0.096998575,0.299283137,0.117915678,0.307218418,0.103678132,-0.045999683,0.079119692,-0.023888264,-0.093019882,0.005169508,-0.08634857,-0.030857094,0.515419658,-0.042141603,0.509150608,-0.000642045,-0.087682832,0.292219452,-0.075050051,0.156213348,-0.116219133,-0.932446944,0.693719962,-0.888270021,0.729966689,0.18341457,-0.107985295
234,1.3716507,-0.029947947,0.006044116,-0.049995858,0.095544166,0.298636773,0.126597127,0.306390051,0.11225998,-0.045984531,0.077644156,-0.018987427,-0.094142664,0.007849627,-0.088128116,-0.046854886,0.526041871,-0.057414771,0.520350178,0.002482217,-0.089331025,0.295746641,-0.059653032,0.1651557,-0.097372137,-0.98582449,0.581219936,-0.943034868,0.614318359,0.191273869,-0.089828298
235,1.424041915,-0.030223193,0.004467505,-0.04984173,0.094062703,0.297716773,0.135440064,0.305299935,0.121012519,-0.045916277,0.076143664,-0.014034547,-0.095007408,0.010666509,-0.08959583,-0.063669017,0.534802739,-0.073526798,0.529638989,0.005726298,-0.090678144,0.29846321,-0.044092507,0.172623838,-0.078799003,-1.030402051,0.470355773,-0.98892162,0.500665997,0.197791695,-0.071857688
236,1.47643342,-0.030415551,0.002878649,-0.049639685,0.092559346,0.296510754,0.144413693,0.303935324,0.129904179,-0.045793113,0.074623206,-0.009043198,-0.095611743,0.013595548,-0.090756278,-0.081152625,0.541729523,-0.090329317,0.537049995,0.009067799,-0.09172737,0.300361712,-0.028411127,0.178614542,-0.06050102,-1.06616077,0.36113401,-1.025891023,0.388980496,0.20296396,-0.054083028
237,1.528825111,-0.030524495,0.001281903,-0.049388059,0.091039175,0.295008783,0.153487677,0.302285949,0.138903934,-0.045613601,0.073087721,-0.004027064,-0.095954013,0.016612122,-0.091614099,-0.099158727,0.546849901,-0.107673595,0.542616015,0.012484285,-0.09248208,0.301436944,-0.012651875,0.183128213,-0.042485255,-1.093103024,0.253596847,-1.053933162,0.279272654,0.206789943,-0.036518567
238,1.581216886,-0.030549725,-0.000318357,-0.049085598,0.089507197,0.293203376,0.162632145,0.300344022,0.147981313,-0.045376678,0.071542086,0.001000109,-0.09603328,0.019691632,-0.092174099,-0.117540471,0.550192445,-0.125410817,0.546370294,0.015953327,-0.092945936,0.30168596,0.003142057,0.186166898,-0.024762972,-1.111246139,0.147834326,-1.07306672,0.171601822,0.20927081,-0.019181664
239,1.633608641,-0.030491173,-0.001917744,-0.048731458,0.087968332,0.291089494,0.171817717,0.29810423,0.157106404,-0.045081655,0.069991117,0.006024541,-0.095849326,0.022809524,-0.092441315,-0.13615136,0.551787513,-0.143392561,0.54834734,0.019452528,-0.093122917,0.301108072,0.018927374,0.187734986,-0.007355628,-1.120600867,0.04390611,-1.083268268,0.06601107,0.210409602,-0.002099028
240,1.68600027,-0.030348999,-0.003511875,-0.048325203,0.086427416,0.288664537,0.181015531,0.295563736,0.166249883,-0.044728217,0.068439558,0.011032459,-0.095402655,0.02594131,-0.092421143,-0.154845166,0.551667108,-0.161470402,0.548582996,0.02295954,-0.093017446,0.299704869,0.034660814,0.187834864,0.009718394,-1.12119729,-0.058008864,-1.084592856,-0.037351969,0.210208869,0.014706887
121,1.738391672,-0.030123592,-0.00509638,-0.047866806,0.084889192,0.285928339,0.190197282,0.292722172,0.175383041,-0.044316418,0.066892077,0.016010139,-0.094694493,0.029062549,-0.092119377,-0.173476024,0.549865848,-0.179496349,0.547115344,0.026452067,-0.0926344,0.2974802,0.050299246,0.18646996,0.026430915,-1.113050005,-0.1577673,-1.07704398,-0.138359749,0.208672009,0.031204585
122,1.790782744,-0.029815571,-0.006666916,-0.047356646,0.0833583,0.282883162,0.199335262,0.289581633,0.184477823,-0.043846685,0.065353257,0.020943936,-0.09372678,0.03214885,-0.091542292,-0.191898332,0.546421191,-0.197322646,0.54398501,0.029907867,-0.091979189,0.294440154,0.065799814,0.183642551,0.042751207,-1.096172934,-0.255184404,-1.060636429,-0.236844165,0.205802071,0.047360928
123,1.843173385,-0.02942578,-0.008219178,-0.046795507,0.081839274,0.279533694,0.208402417,0.286146679,0.193506879,-0.043319816,0.063827583,0.025820327,-0.092502168,0.035175851,-0.090696708,-0.20996667,0.541373853,-0.214801737,0.539235621,0.033304746,-0.0910578,0.290593066,0.081120035,0.179354048,0.058644615,-1.070574608,-0.350053079,-1.035380349,-0.332612454,0.201601851,0.063139699
124,1.895563496,-0.028955287,-0.009748913,-0.046184582,0.080336527,0.275887046,0.217372399,0.282424323,0.20244361,-0.042736978,0.062319439,0.030625946,-0.091024014,0.038119205,-0.089590055,-0.227535721,0.534768179,-0.231786201,0.532914215,0.036620553,-0.089876847,0.285949483,0.096217907,0.173605077,0.074072797,-1.036258672,-0.442144788,-1.001282048,-0.425448252,0.196073958,0.07850182
125,1.94795298,-0.028405382,-0.011251926,-0.045525467,0.078854344,0.271952751,0.226219634,0.278424039,0.211262235,-0.042099705,0.06083309,0.035347621,-0.089296369,0.040954574,-0.088230431,-0.244460199,0.526652504,-0.248128708,0.525071629,0.039833183,-0.088443618,0.280522132,0.111052052,0.166395763,0.08899394,-0.993225869,-0.531209956,-0.958346259,-0.515112338,0.189221037,0.093405563
126,2.000341744,-0.027777571,-0.012724098,-0.044820165,0.077396869,0.267742761,0.234919386,0.274157751,0.219937852,-0.041409901,0.059372676,0.039972412,-0.08732397,0.043657618,-0.086626658,-0.260594829,0.51707949,-0.263682014,0.515762871,0.042920577,-0.08676612,0.274325892,0.125581814,0.1577263,0.10336283,-0.941477347,-0.616978699,-0.906579411,-0.601343545,0.181046219,0.107806627
127,2.052729697,-0.027073577,-0.014161395,-0.044071083,0.075968092,0.263271451,0.243447838,0.26963984,0.228446515,-0.040669837,0.057942195,0.04448764,-0.085112221,0.046204011,-0.08478834,-0.275794393,0.506106467,-0.278299034,0.505047481,0.045860737,-0.084853116,0.267377746,0.139767365,0.147597825,0.117130917,-0.881019912,-0.699161218,-0.845995031,-0.683859389,0.17155381,0.121658207
128,2.105116753,-0.026295328,-0.015559876,-0.043281036,0.074571836,0.258555615,0.251782169,0.264887133,0.23676531,-0.039882149,0.056545494,0.048880931,-0.082667186,0.048569458,-0.082725919,-0.289913885,0.493795756,-0.291833017,0.49298988,0.048631753,-0.082714172,0.259696735,0.153569828,0.136013696,0.130246358,-0.811873587,-0.777448038,-0.776621496,-0.762356547,0.160750304,0.134911051
129,2.157502827,-0.025444957,-0.016915709,-0.042453241,0.073211744,0.253614459,0.25990064,0.259918901,0.24487244,-0.039049839,0.055186253,0.053140243,-0.079995566,0.050729754,-0.080450726,-0.302808811,0.480214999,-0.304137882,0.479659716,0.051211851,-0.080359694,0.251303913,0.166951363,0.122981213,0.142654064,-0.734081959,-0.851510353,-0.698512602,-0.836511443,0.148645753,0.147513522
130,2.209887841,-0.024524795,-0.018225177,-0.041591318,0.071891259,0.248469589,0.267782686,0.254756838,0.252747314,-0.038176268,0.053867972,0.057253901,-0.077104683,0.05266086,-0.077975038,-0.314335695,0.465437476,-0.31506875,0.465132191,0.053579468,-0.077800967,0.242222284,0.179875288,0.108513926,0.154295796,-0.647725909,-0.921000558,-0.61176156,-0.905981023,0.135255597,0.159411694
131,2.26227172,-0.023537365,-0.019484691,-0.040699284,0.070613616,0.24314499,0.275409013,0.249425037,0.260370644,-0.037265155,0.052593955,0.061210631,-0.074002462,0.054339038,-0.075312128,-0.324352838,0.449542409,-0.324482747,0.449488381,0.055713357,-0.075050195,0.232476745,0.192306187,0.092634613,0.165110336,-0.552941387,-0.985553209,-0.516518983,-0.97040398,0.120603039,0.170549506
132,2.314654395,-0.022485373,-0.020690799,-0.039781551,0.069381816,0.237666987,0.282761698,0.24394995,0.267724542,-0.03632057,0.051367293,0.064999586,-0.070697406,0.055741031,-0.07247631,-0.332721417,0.432615249,-0.332240138,0.432815521,0.057592742,-0.072120529,0.222094,0.204209991,0.075378989,0.175033815,-0.449941572,-1.044787049,-0.413015229,-1.029403049,0.10472199,0.18086905
133,2.367035801,-0.021371702,-0.021840194,-0.038842909,0.068198614,0.232064183,0.289824297,0.23836032,0.27479263,-0.035346923,0.050190853,0.068610381,-0.067198572,0.056844317,-0.069482984,-0.339306992,0.41474791,-0.338205878,0.415207241,0.05919753,-0.069026101,0.211102505,0.215554075,0.056800243,0.184000258,-0.339043967,-1.098308278,-0.301587585,-1.082588533,0.087660695,0.190311021
134,2.419415879,-0.020199405,-0.022929728,-0.037888519,0.0670665,0.226367372,0.296581951,0.232687088,0.281560142,-0.034348951,0.049067254,0.072033121,-0.063515552,0.05762744,-0.066348658,-0.3439815,0.39603894,-0.342251654,0.396763736,0.060508576,-0.065782037,0.199532394,0.226307336,0.0369744,0.191942448,-0.220702355,-1.145715683,-0.182712148,-1.129563697,0.069485998,0.198815426
135,2.471794574,-0.018971695,-0.023956412,-0.036923885,0.065987678,0.220609413,0.303021502,0.226963261,0.28801404,-0.033331701,0.04799886,0.075258423,-0.059658441,0.058070446,-0.063090965,-0.346625826,0.376593583,-0.344258488,0.377591817,0.061508041,-0.06240446,0.187415382,0.236440305,0.016006336,0.19879326,-0.095542777,-1.186608583,-0.057039521,-1.169932933,0.050288145,0.206322669
136,2.524171838,-0.017691937,-0.024917434,-0.035954827,0.064964049,0.214825053,0.3091316,0.221223727,0.294143118,-0.032300504,0.046987753,0.078277446,-0.055637809,0.058155411,-0.059728642,-0.34713299,0.35652368,-0.344119964,0.357804802,0.062179818,-0.058910475,0.17478468,0.245925211,-0.005963744,0.204487534,0.035597895,-1.220598021,0.074567114,-1.203313129,0.03018594,0.212775068
137,2.576547627,-0.016363639,-0.025810158,-0.034987445,0.063997195,0.209050695,0.314902811,0.215505017,0.299938112,-0.031260939,0.046035724,0.081081917,-0.051464679,0.05786709,-0.056281477,-0.345411988,0.335947356,-0.341746089,0.337522187,0.062510056,-0.055318118,0.161674907,0.254736051,-0.028753887,0.208964604,0.171633593,-1.247321882,0.210994428,-1.229348893,0.009331871,0.218118892
138,2.628921905,-0.014990442,-0.026632139,-0.034028064,0.063088356,0.203324095,0.320327719,0.209844997,0.305391798,-0.030218794,0.045144257,0.083664147,-0.047150487,0.057193658,-0.052770213,-0.341392229,0.314988415,-0.337067739,0.316869028,0.062487756,-0.051646268,0.14812199,0.262848678,-0.052134758,0.212171595,0.311195372,-1.266464519,0.350846327,-1.24773218,-0.012083409,0.222307009
139,2.681294639,-0.013576108,-0.027381123,-0.033083172,0.062238424,0.197683982,0.325401013,0.204282474,0.310499074,-0.029180014,0.044314515,0.086017061,-0.042707059,0.056127533,-0.049216378,-0.335028469,0.293775369,-0.330041579,0.295974956,0.062105438,-0.047914514,0.134163079,0.270240852,-0.075825763,0.214067452,0.452608365,-1.277780901,0.49242216,-1.258226337,-0.033827995,0.22530213
140,2.733665805,-0.012124516,-0.028055058,-0.032159343,0.061447924,0.19216959,0.330119552,0.198856729,0.315257028,-0.028150632,0.043547328,0.088134207,-0.038146574,0.054666249,-0.045642055,-0.326305978,0.272440033,-0.320655197,0.274972761,0.06135984,-0.044142959,0.119836435,0.27689231,-0.099494195,0.214627645,0.593886633,-1.281124596,0.633712922,-1.26069389,-0.055628068,0.227080575
141,2.786035381,-0.010639644,-0.028652095,-0.031263141,0.060717012,0.186820111,0.334482408,0.193606956,0.319664976,-0.027136696,0.042843191,0.090009783,-0.033481532,0.052813295,-0.042069564,-0.315245594,0.25111563,-0.3089321,0.253996488,0.060252593,-0.040351958,0.105181328,0.282784835,-0.122758742,0.213849269,0.73275408,-1.27647826,0.772423438,-1.25512676,-0.077170726,0.227636376
142,2.838403352,-0.009125561,-0.029170599,-0.03040102,0.060045472,0.181674061,0.338490869,0.188571627,0.32372446,-0.026144183,0.042202258,0.091638649,-0.028724719,0.050578866,-0.038521056,-0.301908155,0.229934386,-0.294936079,0.233179028,0.058790823,-0.036561789,0.090237927,0.287902267,-0.145198536,0.211756104,0.866698538,-1.263983865,0.906027377,-1.241676241,-0.098111241,0.226985328
143,2.890769711,-0.007586418,-0.029609148,-0.029579203,0.059432724,0.176768586,0.342148397,0.183787793,0.327439209,-0.0251789,0.04162435,0.09301634,-0.023889174,0.047980395,-0.035018033,-0.286397731,0.209024645,-0.278774343,0.212649239,0.056987584,-0.032792261,0.075047192,0.292230576,-0.166368533,0.208403027,0.993063486,-1.243969003,1.031859387,-1.220679115,-0.118085385,0.225168528
144,2.943134453,-0.006026433,-0.029966541,-0.028803559,0.058877839,0.172138724,0.345460541,0.179290345,0.330815043,-0.024246389,0.041108963,0.09413908,-0.01898815,0.04504279,-0.0315808,-0.268862994,0.188507611,-0.260598809,0.192528685,0.054862048,-0.029062271,0.05965076,0.295757901,-0.185821143,0.203879039,1.109177234,-1.216964945,1.147244016,-1.192675713,-0.136726759,0.222254803
145,2.995497579,-0.004449882,-0.030241797,-0.028079483,0.058379562,0.167816672,0.348434783,0.175111276,0.333859723,-0.023351817,0.04065529,0.09500379,-0.014035081,0.041798255,-0.028227888,-0.249496182,0.168493891,-0.240604985,0.172928179,0.052439362,-0.025389327,0.044090833,0.298474574,-0.203132948,0.198308149,1.212512383,-1.183711937,1.24965421,-1.158415471,-0.153688189,0.218341429
146,3.047859097,-0.002861086,-0.030434163,-0.027411774,0.05793635,0.163831081,0.351080339,0.171278981,0.336582745,-0.022499891,0.040262248,0.095608102,-0.009043543,0.03828565,-0.024975478,-0.228529239,0.149080076,-0.219028061,0.153944365,0.049750141,-0.021789091,0.028410052,0.300373153,-0.217934005,0.191847493,1.300860714,-1.145147961,1.33688468,-1.118846208,-0.168665191,0.213552623
147,3.100219018,-0.001264401,-0.030543111,-0.026804538,0.057546413,0.160206454,0.353407896,0.167817652,0.338995072,-0.021694766,0.039928508,0.095950359,-0.004027217,0.034549353,-0.02183689,-0.206227065,0.130345669,-0.196136117,0.135656622,0.046829554,-0.018274956,0.012651394,0.301448429,-0.229936206,0.184682394,1.372502488,-1.102379237,1.407219476,-1.07508534,-0.181418683,0.208035603
